script,id,name,likelyGender,genderScale,score,probabilityCalibrated
LATIN,id-000029,abhra,male,-0.3788191563546044,5.701525088857331,0.6894095781773022
LATIN,id-000030,abmalamukku muttada paruthipara,male,-0.4196409869583715,6.63536354451569,0.7098204934791857
LATIN,id-000031,adimalathura beach,female,0.4240018128742009,6.815205230738097,0.7120009064371005
LATIN,id-000032,adimalathura,female,0.39496857490929105,5.976502455283071,0.6974842874546455
LATIN,id-000033,adiyakkathara,female,0.6751944614265981,8.306371918606079,0.8375972307132991
LATIN,id-000034,adiyekathara,female,0.6751944614265981,8.306371918606079,0.8375972307132991
LATIN,id-000035,adumancadu,male,-0.580903404883905,7.623203440604865,0.7904517024419525
LATIN,id-000036,adumancadu karoottuvilakam,male,-0.4201116284397568,6.653290869362659,0.7100558142198784
LATIN,id-000037,agasthya gardens,female,0.03412180180271096,1.0911744917336652,0.5170609009013555
LATIN,id-000038,airforce,female,0.10727476465337316,1.9667432458759548,0.5536373823266866
LATIN,id-000039,aishwarya,female,0.9816325305806748,18.983654753538207,0.9908162652903374
LATIN,id-000040,aiswarya avenue,female,0.9851732460050446,19.862688002365456,0.9925866230025223
LATIN,id-000041,aithadi,male,-0.04576291538107102,1.2886773698718381,0.5228814576905355
LATIN,id-000042,ajaya,male,-0.2863557965374641,4.756017141299085,0.6431778982687321
LATIN,id-000043,akathottukoanam,male,-0.06591522941047145,1.5972869856925103,0.5329576147052357
LATIN,id-000044,akathumuri   vennicode,male,-0.17688456812608222,2.621604017253767,0.5884422840630411
LATIN,id-000045,akathumuri,male,-0.20478378605807146,2.9610984813748042,0.6023918930290357
LATIN,id-000046,akathumuri panayilkadavu,male,-0.2708467306831439,4.218533196312346,0.635423365341572
LATIN,id-000047,akkaravila,female,0.4217475905244654,6.718225440770583,0.7108737952622327
LATIN,id-000048,akode,male,-0.019949650708854794,0.7469506562124929,0.5099748253544274
LATIN,id-000049,alamcode kavinpuram rd,female,0.2616013225163505,3.9951734753428894,0.6308006612581752
LATIN,id-000050,alamcode kavinpuram,male,-0.24043578381499908,3.595347542819289,0.6202178919074995
LATIN,id-000051,alanthara kottukunnam,female,0.24178906836606617,3.628708034450438,0.6208945341830331
LATIN,id-000052,alayathazha,female,0.017722404819454418,0.610902237356313,0.5088612024097272
LATIN,id-000053,alif school,male,-0.9432849575530273,14.267477991460717,0.9716424787765137
LATIN,id-000054,althara,female,0.7334352231025569,9.235665257763785,0.8667176115512785
LATIN,id-000055,althara,female,0.7334352231025569,9.235665257763785,0.8667176115512785
LATIN,id-000056,althara,female,0.7334352231025569,9.235665257763785,0.8667176115512785
LATIN,id-000057,altharamoodu kadavila,female,0.024286581345668745,0.8471186194541054,0.5121432906728344
LATIN,id-000058,alummodu market,male,-0.2143713156261049,3.0986076370333633,0.6071856578130524
LATIN,id-000059,amar hospital,male,-0.9339547584200698,13.42329496250203,0.9669773792100349
LATIN,id-000060,amaravila ottashekharamangalam,female,0.3700804269626927,5.579085301791832,0.6850402134813464
LATIN,id-000061,ambalam   muthukuzhi,female,0.011752953003727029,0.04587125096994847,0.5058764765018635
LATIN,id-000062,ambalam vazhi,male,-0.11584989021741499,2.049214651669701,0.5579249451087075
LATIN,id-000063,ambalam  kalloor  thonnakkal,male,-0.015158216554765236,0.45964669014308573,0.5075791082773826
LATIN,id-000064,ambalamukku,female,0.06549148248433667,1.590138128393805,0.5327457412421683
LATIN,id-000065,ambalamukku oolampaara,female,0.21840496143633437,3.162040990712197,0.6092024807181672
LATIN,id-000066,ambala,female,0.753989008182685,10.013942206785504,0.8769945040913425
LATIN,id-000067,ambalathara poonthura,female,0.6698749300494025,8.252562814531489,0.8349374650247012
LATIN,id-000068,ambancode,female,0.01943364013262361,0.7156503263326031,0.5097168200663118
LATIN,id-000069,ambandu bagat singh,female,0.1625512610238462,2.4772361409131136,0.5812756305119231
LATIN,id-000070,ambazhamkuzhi,female,0.019895989645535073,0.7445880444059466,0.5099479948227675
LATIN,id-000071,amboori koottappu,male,-0.12861344130968067,2.182640735267695,0.5643067206548403
LATIN,id-000072,amboori manjakunnu,female,0.012146392834414321,0.11447502188643144,0.5060731964172072
LATIN,id-000073,amboori market,male,-0.022356720711641742,0.8020749480607122,0.5111783603558209
LATIN,id-000074,amboori pantha,female,0.01778685304034755,0.6147857006415121,0.5088934265201738
LATIN,id-000075,amboori panthaplamoodu,female,0.012976665510559204,0.26033811361835646,0.5064883327552796
LATIN,id-000076,amboori thudiyamkonam,female,0.013889138790504907,0.38675383843527283,0.5069445693952525
LATIN,id-000077,amboori vazhichal,male,-0.01801473545790433,0.6285535786013943,0.5090073677289522
LATIN,id-000078,amrita,female,0.9523956599953696,14.671514305122718,0.9761978299976848
LATIN,id-000079,anad velikkakam gurudevapuram,male,-0.39474749093623185,5.972182355104174,0.6973737454681159
LATIN,id-000080,anad kulakkikonam hospital,male,-0.5262093105484413,7.37071143430319,0.7631046552742207
LATIN,id-000081,anand,male,-0.9717596107049498,16.507392925109578,0.9858798053524749
LATIN,id-000082,anand   siva,male,-0.9417468502526172,14.127930306253962,0.9708734251263086
LATIN,id-000083,anandavalleeswaram residential,male,-0.03422016824158747,1.0937610848307204,0.5171100841207937
LATIN,id-000084,anandavalleeswaram residential    ara b,female,0.01176028348378333,0.04714797450262135,0.5058801417418917
LATIN,id-000085,anandheshwaram,male,-0.03946044852600061,1.2026764963725187,0.5197302242630003
LATIN,id-000086,anappara   narakathinkaala,female,0.8853260859024561,11.627560883400687,0.942663042951228
LATIN,id-000087,anappara   perayam,female,0.7726569638313263,10.37285496677112,0.8863284819156632
LATIN,id-000088,anaswara,female,0.7376933859623378,9.354498187616459,0.8688466929811689
LATIN,id-000089,anathanam,female,0.09924593793311187,1.8939202022113386,0.5496229689665559
LATIN,id-000090,anathara,female,0.7413166926130146,9.468077882153112,0.8706583463065073
LATIN,id-000091,anavila,female,0.7577381390922135,10.255770538927669,0.8788690695461068
LATIN,id-000092,anayara rail  gate,female,0.9913706013043462,25.712766395445424,0.9956853006521731
LATIN,id-000093,anchumurty,female,0.2145762732219867,3.101743507886796,0.6072881366109933
LATIN,id-000094,andoorkonam,male,-0.01744300083930095,0.5941173097189677,0.5087215004196505
LATIN,id-000095,andoorkonam  karamood,male,-0.048526054374963934,1.327734553199578,0.524263027187482
LATIN,id-000096,andoorkonam koithoorkonam sub,male,-0.011947731193456601,0.07981102894891505,0.5059738655967283
LATIN,id-000097,anganavadi,male,-0.03611804043836986,1.1443384721941428,0.5180590202191849
LATIN,id-000098,angels beth,female,0.34204080130346703,5.263950025057714,0.6710204006517335
LATIN,id-000099,angevila,female,0.5531125798896162,7.486982498167646,0.7765562899448081
LATIN,id-000100,anil,male,-0.9173020838588732,12.690556640262763,0.9586510419294366
LATIN,id-000101,anjali,female,0.9387314824043047,13.794376334396643,0.9693657412021524
LATIN,id-000102,annoor,female,0.012885406931405052,0.24419836217039792,0.5064427034657025
LATIN,id-000103,anthiyoorkonam,male,-0.0679558451818405,1.6321980619592955,0.5339779225909203
LATIN,id-000104,anthiyoorkonam nellikkad,male,-0.054881033187652584,1.4211118015611408,0.5274405165938263
LATIN,id-000105,anthyoorkonam   thevupara,male,-0.02692538796199795,0.9100611624609116,0.513462693980999
LATIN,id-000106,anthyoorkonam   vattappara,male,-0.19675009348892614,2.8573023391781693,0.5983750467444631
LATIN,id-000107,anupama,female,0.8915573021611283,11.77679992305184,0.9457786510805641
LATIN,id-000108,apollo dimora,male,-0.7710017866335546,10.362408053915182,0.8855008933167773
LATIN,id-000109,appoo s,male,-0.36916497554538674,5.567079483452603,0.6845824877726934
LATIN,id-000110,appu vaidhyan,male,-0.6081547275452928,7.777616263079672,0.8040773637726464
LATIN,id-000111,appupan kovil,male,-0.417001434286308,6.540359465320592,0.708500717143154
LATIN,id-000112,arakathu devi,female,0.6903659987056823,8.477945409107726,0.8451829993528411
LATIN,id-000113,aramkallu   keezhekallayam,male,-0.09061053383685103,1.8197322351798375,0.5453052669184255
LATIN,id-000114,aramkallu   madavana   vayakonam,female,0.15435874918401327,2.4020217251945812,0.5771793745920066
LATIN,id-000115,arannoorkonam,female,0.09323004871666174,1.8418161386507192,0.5466150243583309
LATIN,id-000116,arannoorkonam,female,0.09323004871666174,1.8418161386507192,0.5466150243583309
LATIN,id-000117,arappura,female,0.39251425393072603,5.929554157196497,0.696257126965363
LATIN,id-000118,arati,female,0.9218918336341069,12.845058082067222,0.9609459168170534
LATIN,id-000119,arayallor elluvilla,female,0.024436652263678305,0.850655066613322,0.5122183261318392
LATIN,id-000120,archana,female,0.9586451567198768,15.089314740858825,0.9793225783599384
LATIN,id-000121,aristo,male,-0.981873824484871,19.031831357355625,0.9909369122424355
LATIN,id-000122,aruvikara,female,0.28802321964116784,4.835066285852706,0.6440116098205839
LATIN,id-000123,aruvikkara check dam cum bridge  ds,female,0.3766901407692145,5.6702952134637465,0.6883450703846072
LATIN,id-000124,aruvikkara manaluvila,female,0.415050329213003,6.475501273127994,0.7075251646065015
LATIN,id-000125,aruviyode,male,-0.16441477942497373,2.4950311006269073,0.5822073897124869
LATIN,id-000126,aryanadu kattakada,male,-0.2797552178303584,4.4922373348474425,0.6398776089151792
LATIN,id-000127,aswathy gardens,female,0.7378961609405972,9.360525056413353,0.8689480804702986
LATIN,id-000128,athirumala agasthyarkoodam trail,female,0.2163836181528449,3.1297924754989856,0.6081918090764225
LATIN,id-000129,athirumala agastyarkoodam trail,female,0.2163836181528449,3.1297924754989856,0.6081918090764225
LATIN,id-000130,attani,male,-0.4069137044171689,6.242786060150502,0.7034568522085844
LATIN,id-000131,attara,female,0.42646890828433426,6.93334589185643,0.7132344541421671
LATIN,id-000132,attaramoola,female,0.06686871501945002,1.6134980410000543,0.533434357509725
LATIN,id-000133,attingal   nedumangad,male,-0.4277816809282886,7.002391321803624,0.7138908404641443
LATIN,id-000134,attinkuzhi kallinkal,male,-0.2988193928176164,4.914600115645192,0.6494096964088082
LATIN,id-000135,attoor,male,-0.6643321579151,8.199413571732595,0.83216607895755
LATIN,id-000136,attukal konchiravila,male,-0.21740174377827914,3.1459163860084716,0.6087008718891396
LATIN,id-000137,attukal,male,-0.3238135861586813,5.101729252571609,0.6619067930793406
LATIN,id-000138,attukal     brigde,male,-0.24640180867438088,3.708294026966702,0.6232009043371904
LATIN,id-000139,attukal kalady maruthoorkadavu,male,-0.25295167726691425,3.8224019425985185,0.6264758386334571
LATIN,id-000140,attupuram,male,-0.3489497567184354,5.332950953909966,0.6744748783592177
LATIN,id-000141,attupuram tatttathumala,male,-0.2789231364433382,4.463345641869382,0.6394615682216691
LATIN,id-000142,attuvarampu,male,-0.18410519346561283,2.701752218706206,0.5920525967328064
LATIN,id-000143,attuvarampu,male,-0.18410519346561283,2.701752218706206,0.5920525967328064
LATIN,id-000144,auditorium,female,0.17072440060531857,2.557361907049578,0.5853622003026593
LATIN,id-000145,avanakuzhi   kamukinkodu   kodangavila,female,0.0452820815592101,1.2819689110673191,0.522641040779605
LATIN,id-000146,avnakuzhi by,male,-0.20777220574169908,3.002149761699451,0.6038861028708495
LATIN,id-000147,avukulam,male,-0.4058673682790097,6.216425260621585,0.7029336841395049
LATIN,id-000148,ayanikuzhivila arathantevila,female,0.718660758984198,8.907242930680827,0.859330379492099
LATIN,id-000149,ayanthi panthuvila,female,0.9290774193852989,13.148285998735,0.9645387096926494
LATIN,id-000150,ayilam,male,-0.012236717631006755,0.13025707577203402,0.5061183588155034
LATIN,id-000151,ayilam  oor,female,0.012911697725976667,0.24884474705155124,0.5064558488629883
LATIN,id-000152,ayiravalli,female,0.21460265533707568,3.1021478103825415,0.6073013276685378
LATIN,id-000153,ayiroor onninmoodu,male,-0.012383473895404062,0.15593461613587797,0.506191736947702
LATIN,id-000154,ayodgya,female,0.1484789251813945,2.350810995516854,0.5742394625906972
LATIN,id-000155,ayurveda hospital rdnorth paravur  kerala,female,0.39483633123278006,5.973916111473388,0.69741816561639
LATIN,id-000156,ayyankali,male,-0.03204672447160495,1.0373607819862234,0.5160233622358025
LATIN,id-000157,ayyankoyikkal,male,-0.28344320308744897,4.6311478583488865,0.6417216015437245
LATIN,id-000158,ayyappa,male,-0.7568756649676813,10.19473695920524,0.8784378324838407
LATIN,id-000159,ayyappankuzhy,female,0.27024028117502596,4.202304702761585,0.635120140587513
LATIN,id-000160,azhangal karamana bridge bund,female,0.2423746927940511,3.643478171811485,0.6211873463970256
LATIN,id-000161,azhikkal onamcodu mylottumoozhi,male,-0.19100367967392096,2.783955337886589,0.5955018398369605
LATIN,id-000162,azhikode aruvikkara,female,0.023005955381357523,0.8171403214628442,0.5115029776906788
LATIN,id-000163,azhoor level cross,male,-0.18014193883185392,2.6570709037975666,0.590070969415927
LATIN,id-000164,azhoor to perumathura,male,-0.2667469807102827,4.11349312188596,0.6333734903551413
LATIN,id-000165,azhoor sasthavattom,male,-0.21780229487837177,3.152325800490685,0.6089011474391859
LATIN,id-000166,b vijayakumar,male,-0.18789273295115683,2.74614795681053,0.5939463664755784
LATIN,id-000167,bakery   kangiramvilakam paracode   koonamkadavu,male,-0.41202126555621854,6.382448524597211,0.7060106327781093
LATIN,id-000168,bakery   thoppilmukku,male,-0.3386363577095859,5.2316076374600735,0.669318178854793
LATIN,id-000169,bhoothamadakki madankavu,male,-0.01185430944755117,0.06352791236157163,0.5059271547237756
LATIN,id-000170,bsnl telephon exchange,male,-0.21469493853027455,3.1035632148288967,0.6073474692651373
LATIN,id-000171,bsra cross b,female,0.39403382328604164,5.9583622774434915,0.6970169116430208
LATIN,id-000172,bts,female,0.15323528004981224,2.392066931563544,0.5766176400249061
LATIN,id-000173,bains compound,male,-0.962513081669556,15.476421785041552,0.981256540834778
LATIN,id-000174,baker st,male,-0.9731420512681004,16.761707335226244,0.9865710256340502
LATIN,id-000175,bakery jct,male,-0.7256291471224114,9.048849255049259,0.8628145735612057
LATIN,id-000176,bakery   flyover,male,-0.38197662464586446,5.749701565648086,0.6909883123229322
LATIN,id-000177,balaramapuram   kattakada,male,-0.4263292683434061,6.926273880336899,0.7131646341717031
LATIN,id-000178,balaramapuram poovar,male,-0.5505189104688768,7.475166286156463,0.7752594552344384
LATIN,id-000179,balaramapuram ooruttambalam,male,-0.3913380323741573,5.907808605063889,0.6956690161870787
LATIN,id-000180,bamboo heights enclave,male,-0.6719254167165338,8.272962955884577,0.8359627083582669
LATIN,id-000181,bapuji,male,-0.8701986486730011,11.33745568545083,0.9350993243365006
LATIN,id-000182,barton hill,male,-0.9889632970156792,21.40141381537461,0.9944816485078396
LATIN,id-000183,beach,male,-0.06698965454469086,1.615566814884075,0.5334948272723454
LATIN,id-000184,belhaven a,male,-0.275908418913148,4.365008314265238,0.637954209456574
LATIN,id-000185,belhaven b,male,-0.3215744650290133,5.083482409924268,0.6607872325145067
LATIN,id-000186,belhaven c,male,-0.29141812603491757,4.8652212548595415,0.6457090630174588
LATIN,id-000187,belhaven,male,-0.2985665051444919,4.912872689613916,0.649283252572246
LATIN,id-000188,bethany,female,0.9446312609565557,14.317841574238608,0.9723156304782778
LATIN,id-000189,bhadrakali,male,-0.03420857137739741,1.093455966435186,0.5171042856886987
LATIN,id-000190,bhagat singh,male,-0.7567220908671293,10.184249345886535,0.8783610454335646
LATIN,id-000191,bhagath singh,male,-0.27696082184283166,4.3982751443519525,0.6384804109214158
LATIN,id-000192,bhagavathy,female,0.23433810951170764,3.4568436694672884,0.6171690547558538
LATIN,id-000193,bible college to randamchira,male,-0.01769998039742915,0.6095520551394937,0.5088499901987146
LATIN,id-000194,bike bay,male,-0.20654319951639133,2.985082429112786,0.6032715997581957
LATIN,id-000195,bike or bicycle path to bridge,male,-0.6444488510116917,8.029085661477467,0.8222244255058458
LATIN,id-000196,bonacaud athirumala trek trail,male,-0.01344376297529104,0.3435252148331389,0.5067218814876455
LATIN,id-000197,bonacaud,male,-0.34183890314754173,5.262002835419652,0.6709194515737709
LATIN,id-000198,botanic garden,male,-0.169198035486392,2.5419769044344998,0.584599017743196
LATIN,id-000199,boycott,male,-0.9227132025854736,12.875413621949484,0.9613566012927368
LATIN,id-000200,brahmins   ln,male,-0.7514137375122596,9.87630922168237,0.8757068687561298
LATIN,id-000201,brahmins colonu d,male,-0.6562816732943988,8.12692309760367,0.8281408366471994
LATIN,id-000202,bridge,female,0.24128075680893657,3.6160534200893024,0.6206403784044683
LATIN,id-000203,bridge  charinjapalam,female,0.22154401529369316,3.21409703740127,0.6107720076468466
LATIN,id-000204,brother s,male,-0.7181714560057821,8.898014150197522,0.8590857280028911
LATIN,id-000205,bund,male,-0.3782653223196517,5.693307383446042,0.6891326611598259
LATIN,id-000206,bund     narrow footpath,male,-0.35137099276553463,5.358292852992042,0.6756854963827673
LATIN,id-000207,bus station entrance,male,-0.7284770386081987,9.113034948564215,0.8642385193040993
LATIN,id-000208,c g s,male,-0.13686298811162168,2.255578802401073,0.5684314940558108
LATIN,id-000209,chembramkadu anganavadi udayakunnam,male,-0.7171320499456102,8.878687902506737,0.8585660249728051
LATIN,id-000210,chembramkadu mulekonam ela,male,-0.20456818389015474,2.9581948161930836,0.6022840919450774
LATIN,id-000211,chembramkadu thaykavu,male,-0.29437497468339613,4.8846612606823125,0.6471874873416981
LATIN,id-000212,chenkikunnu mottaluvila,female,0.017797341592656446,0.6154181352732533,0.5088986707963282
LATIN,id-000213,cherukaram panavila,male,-0.013824934809143707,0.3830944910069318,0.5069124674045719
LATIN,id-000214,cherukkaram cheenkannivaram,male,-0.06714316563821021,1.6181968801302762,0.5335715828191051
LATIN,id-000215,cherukkaram mrigashupathri,male,-0.03030065680802485,0.9931274070763123,0.5151503284040124
LATIN,id-000216,cherukkaram ooroorkonam,male,-0.2764286102985165,4.381316870993191,0.6382143051492583
LATIN,id-000217,cherukkaram pallikkadu arinelloor,male,-0.1289342450793014,2.1861821863890545,0.5644671225396507
LATIN,id-000218,cherukkaram pallikkadu pullayil,male,-0.2242008105917792,3.2601972602505906,0.6121004052958896
LATIN,id-000219,cherukkaram pullayil,male,-0.1597418566516038,2.4509044137092384,0.5798709283258019
LATIN,id-000220,choottayil valiyavila chenkikunnu,male,-0.25996134474786703,3.9601354016958523,0.6299806723739335
LATIN,id-000221,cmc line,male,-0.06597650461574345,1.5983235426240603,0.5329882523078717
LATIN,id-000222,co madhavan,male,-0.6670231890238805,8.224865278024703,0.8335115945119402
LATIN,id-000223,crp,male,-0.37818967430563544,5.692190118541172,0.6890948371528177
LATIN,id-000224,csi,female,0.06465812588581787,1.576176648450639,0.5323290629429089
LATIN,id-000225,csi english medium school,female,0.21133353690963363,3.0531516491439024,0.6056667684548168
LATIN,id-000226,csi parasuvaikkal,female,0.012583641018949043,0.1910418829381942,0.5062918205094745
LATIN,id-000227,canam,female,0.0683494121161119,1.639026257621522,0.534174706058056
LATIN,id-000228,cannal bridge,male,-0.012980217700905738,0.2609670134873445,0.5064901088504529
LATIN,id-000229,cantonment station,male,-0.6817943326029194,8.37742434998056,0.8408971663014597
LATIN,id-000230,car parking,male,-0.8739637717677631,11.402181244968784,0.9369818858838815
LATIN,id-000231,carmel book stall,female,0.12245854247155008,2.116553775543643,0.561229271235775
LATIN,id-000232,carnivora corner,female,0.751705055184483,9.890961424737537,0.8758525275922415
LATIN,id-000233,central theater,male,-0.2623110537359301,4.01071149527157,0.631155526867965
LATIN,id-000234,chacka bridge,female,0.04840494073360624,1.3260040504245865,0.5242024703668031
LATIN,id-000235,chacka,female,0.013282288450176205,0.3146486053281833,0.5066411442250881
LATIN,id-000236,chadayamangalam   pallickal,male,-0.7432987982587331,9.536140536715921,0.8716493991293666
LATIN,id-000237,chadiyara naduthala pangode,female,0.5754290767453716,7.594863711047838,0.7877145383726858
LATIN,id-000238,chalai market,female,0.019999445089275092,0.7480798294290087,0.5099997225446375
LATIN,id-000239,chalakkambolam,male,-0.2615158554687331,3.993317964846629,0.6307579277343666
LATIN,id-000240,chalakkuzhi murinjpalam,male,-0.027928116531534153,0.9344227884013214,0.5139640582657671
LATIN,id-000241,chamundi,female,0.4257359810055448,6.896771486251207,0.7128679905027724
LATIN,id-000242,chandramangalam,male,-0.183990132628977,2.7004301829615773,0.5919950663144885
LATIN,id-000243,changanara,female,0.7110265460421392,8.77213651154396,0.8555132730210696
LATIN,id-000244,channel bund,male,-0.038620398169148196,1.1915129587869784,0.5193101990845741
LATIN,id-000245,channel palam,male,-0.13703596578475996,2.2569440246243158,0.56851798289238
LATIN,id-000246,chappath   punnakkulam,male,-0.025057180479348906,0.8653316597200797,0.5125285902396745
LATIN,id-000247,charachira,female,0.4260294911596687,6.9112583080060475,0.7130147455798344
LATIN,id-000248,charithra veedhi,female,0.4035350269944742,6.1600433422183345,0.7017675134972371
LATIN,id-000249,charupara,female,0.3544188004173707,5.391124750899505,0.6772094002086854
LATIN,id-000250,chathanpadu velavoor,male,-0.3683261241741784,5.556202441180388,0.6841630620870892
LATIN,id-000251,chavadimukku shortcut,female,0.22322893148390577,3.243104617071002,0.6116144657419529
LATIN,id-000252,chavadimukku kulathoor,female,0.012376848437805732,0.1547743348739064,0.5061884242189029
LATIN,id-000253,chayakkudi,male,-0.02342383533664627,0.8268837595431435,0.5117119176683231
LATIN,id-000254,check dam cum bridge at kovil kadavu aruvikkara ds,male,-0.8227553639513676,10.755372636457755,0.9113776819756838
LATIN,id-000255,cheeranikkara eenthivila vembayam,female,0.4243363743317783,6.8304329999496645,0.7121681871658891
LATIN,id-000256,cheeranikkara koop,female,0.31321999364461806,5.018163229880806,0.656609996822309
LATIN,id-000257,cheeranikkara marakkadu,female,0.3262005571705142,5.12155011542544,0.6631002785852571
LATIN,id-000258,cheguvera,female,0.3414830245116962,5.258579704099284,0.6707415122558481
LATIN,id-000259,chekkakonam,female,0.016741187480098008,0.552307036897504,0.508370593740049
LATIN,id-000260,chemboor velarada,male,-0.23018413034593932,3.3718582368937238,0.6150920651729697
LATIN,id-000261,chemboor vellarada,male,-0.2330082383360672,3.4288930467438203,0.6165041191680336
LATIN,id-000262,chempaka   main,female,0.5331368451382019,7.399384599835969,0.766568422569101
LATIN,id-000263,chempakamangalam,male,-0.27067154058977483,4.213818817986776,0.6353357702948874
LATIN,id-000264,chemprakonam,female,0.014283025814830097,0.40926072650712114,0.507141512907415
LATIN,id-000265,chenchery,male,-0.04769555774227552,1.315902902544894,0.5238477788711378
LATIN,id-000266,chenchery vayanasala,male,-0.018607114864437335,0.6646183849939106,0.5093035574322187
LATIN,id-000267,chengallur,male,-0.28741400911855375,4.805467406847537,0.6437070045592769
LATIN,id-000268,chengallur poojappura,male,-0.23891071607701786,3.5589730959887107,0.6194553580385089
LATIN,id-000269,chengallur poojappura,male,-0.23891071607701786,3.5589730959887107,0.6194553580385089
LATIN,id-000270,chenkottukonam   njandoorkonam,female,0.06184379049523003,1.529948068934219,0.530921895247615
LATIN,id-000271,chenkottukonam njandoorkonam,female,0.05694750410625948,1.452647403378699,0.5284737520531297
LATIN,id-000272,chenthupur,female,0.036418145065499674,1.152457351871078,0.5182090725327498
LATIN,id-000273,cheriyakolla   melpuram,female,0.14825276704794055,2.3488839997778497,0.5741263835239703
LATIN,id-000274,cherumundayam,male,-0.017536113228395322,0.5997018121067753,0.5087680566141977
LATIN,id-000275,cherunniyoor vadasserikonam,male,-0.019048372732609176,0.6917551670039804,0.5095241863663046
LATIN,id-000276,cheruvalli,female,0.14867994290278896,2.352526359133186,0.5743399714513945
LATIN,id-000277,cheruvalli,female,0.14867994290278896,2.352526359133186,0.5743399714513945
LATIN,id-000278,cheruvalli,female,0.14867994290278896,2.352526359133186,0.5743399714513945
LATIN,id-000279,cheruvila,female,0.42543190059842995,6.881980622399498,0.712715950299215
LATIN,id-000280,cheshire home,female,0.1589277092921617,2.4433815156296834,0.5794638546460809
LATIN,id-000281,chettikulangara   thakaraparambu rail  overbridge,female,0.047479050623683294,1.3128316887154867,0.5237395253118416
LATIN,id-000282,chettithodi,male,-0.09514005163579098,1.8581446138916853,0.5475700258178955
LATIN,id-000283,chettiyaampara   aanapetty,female,0.4146271097489478,6.461969598837438,0.7073135548744739
LATIN,id-000284,chilakkoor vallakkadavu,male,-0.3747197081752982,5.642229961478798,0.6873598540876491
LATIN,id-000285,chilambil,male,-0.28063748401362876,4.523790212945114,0.6403187420068144
LATIN,id-000286,chilampil,male,-0.32893969587276506,5.1447841862263335,0.6644698479363825
LATIN,id-000287,chirakara,female,0.37638783001864584,5.665938218060153,0.6881939150093229
LATIN,id-000288,chirakkara palace,female,0.4230980467822256,6.775190264385986,0.7115490233911128
LATIN,id-000289,chirakkara,female,0.37638783001864584,5.665938218060153,0.6881939150093229
LATIN,id-000290,chirakkara,female,0.37638783001864584,5.665938218060153,0.6881939150093229
LATIN,id-000291,chirakkonam  idichakkaplamoodu,male,-0.014869092185975541,0.4429408851481987,0.5074345460929878
LATIN,id-000292,chirakulam,male,-0.24443369365484435,3.67629881973275,0.6222168468274222
